Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Mughal Darbar,1,New Delhi,"21, NWA, Club Road, Punjabi Bagh Extension, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12184951,28.66657825,650,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,150
Subway,1,New Delhi,"A5B/66A, Lal Sai Mandir Marg, Near C2 Bus Stand, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0844615,28.6219496,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,69
Grillz,1,New Delhi,"BS-3, LIC Housing Finance Complex, Near Santoshi Mata Mandir, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.101117,28.625289,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,19
World Platter,1,Surat,"Second Floor, Rajmal Lakhichand Jewellers Building, Ghod Dod Road, Athwa, Surat",Athwa,"Athwa, Surat",72.80195273,21.17349346,800,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,191
Wah Ji Wah,1,New Delhi,"3, Sachdeva Plaza, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3003715,28.619648,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,81
Apni Rasoi,1,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1421854,28.6575323,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Sharda Pastry Shop,1,New Delhi,"E 23, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2080868,28.5509252,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,25
Welcome Rasoi,1,New Delhi,"Near Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0654346,28.67898074,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
By The Way - Bellagio,1,New Delhi,"13 & 14, Ground Floor and Mezzanine Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Bellagio, Ashok Vihar Phase 2, New Delhi",77.1799244,28.6963277,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Orange,Average,120
Chowranghee,1,New Delhi,"C-1, Main Market, Naveen Shahdara, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2857063,28.6764855,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Guppy,1,New Delhi,"28, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2239062,28.584686,2900,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,665
Kalpana Restaurant,1,New Delhi,"84/A, Tolstoy Lane, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.220734,28.6285904,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,40
Aggarwal Bikaneri Sweets,1,New Delhi,"WZ-258, Main Market, Near Pusa Gate, Inderpuri, Near Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.14808,28.6322418,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Firangi Bake,1,Gurgaon,"SCO 48, Sec 23 A, Sector 23, Gurgaon",Sector 23,"Sector 23, Gurgaon",77.054079,28.5042056,300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
The Big Buddha Grill,1,Noida,"4th Floor, Hoshiarpur Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.366121,28.581868,550,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
Grand Heritage Resort,1,Noida,"R-4, Near City Park, Greater Noida, Noida Greater Noida",Greater Noida,"Greater Noida, Noida",77.5237792,28.4764154,800,Indian Rupees(Rs.),Yes,No,No,No,2,3,Orange,Average,17
Bimbo Cakes,1,New Delhi,"Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
Balaji Dhaba,1,New Delhi,"Shop 23, NDMC Market, Babar Road, Near Bengal Market, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.2297102,28.6302526,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Maxims Pastry Shop,1,New Delhi,"HS-3, Main Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.2421767,28.5527286,300,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,729
Backkerei,1,New Delhi,"Mandakini Enclave, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2399764,28.5400134,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,67
Cafe Coffee Day,1,New Delhi,"16, 1st Floor, Main Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2195433,28.568144,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,31
Sugar Daddy Bakers,1,Noida,"Shop 45, Amarapali Pricely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3819125,28.566406,350,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,4
Costa Coffee,1,New Delhi,"Shantipath, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1683666,28.5952992,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
L'Opera,1,Gurgaon,"Two Horizon Center, Golf Course Road, Gurgaon","Two Horizon Center, Golf Course Road","Two Horizon Center, Golf Course Road, Gurgaon",77.0958365,28.4512929,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,16
Spice Kraft,1,Kolkata,"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Ballygunge,"Ballygunge, Kolkata",88.3644527,22.5264613,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Dark Green,Excellent,1424
Snaxpress Tastes & Cakes,1,New Delhi,"2/49, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1399344,28.6577012,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Chaudhary Bhojnalaya,1,Faridabad,"HUDA Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3240517,28.3953389,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,93
Domino's Pizza,1,New Delhi,"F-14/12 A, Upper Ground Floor, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.1899876,28.7058889,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,94
Golden Tandoor,1,New Delhi,"Upper Ground Floor, 9-11, J Block, Community Center, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1205618,28.6382052,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,41
Cake n Flower,1,Noida,"Shop 4, CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3145385,28.5811942,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Punjabi By Nature Quickie,1,Noida,"D-424/425, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32142698,28.5676545,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,120
Bansiwala Bakery,1,Gurgaon,"Shop 2, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0196076,28.4857718,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Yummy Mummy @ Delhi,1,New Delhi,"B-126, BK Dutt Colony, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21643761,28.58161703,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.5074,41.6428,25,Dollar($),No,No,No,No,2,4,Green,Very Good,259
Punjabi Virsa,1,New Delhi,"A-67, Shyam Nagar, Punjabi Market, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.102513,28.644093,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Pizzaon,1,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.23196391,28.64244153,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,10
Mainland China,1,New Delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2386742,28.5373346,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,780
Dilli Zaika,1,New Delhi,"B-4/96 A, Keshavpuram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1598506,28.6897195,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,23
Ziya,1,Guwahati,"Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",0.0,0.0,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,96
Zuka Choco-la,1,Puducherry,"319, Mission Street, MG Road, Puducherry",MG Road,"MG Road, Puducherry",79.830194,11.929842,300,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,656
South Indian Hut,1,New Delhi,"M-49, New Mahavir Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.084917,28.6343667,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Batlivala & Khanabhoy,1,Coimbatore,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98624135,11.00175265,1200,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,40
Zaika,1,New Delhi,"27-A/1, Opposite Central Park, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2145148,28.5617035,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,26
Dawat-e-Nawab - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.057044,27.163303,3600,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,46
Kenny Rogers Roasters,1,Noida,"Ground Floor, FB 104, Garden Galleria Mall, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.3220403,28.5645948,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,53
Bikaner Rasoi,1,New Delhi,"Plaza Market, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3159908,28.601005,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Cocktail House,1,New Delhi,"M-69, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.234278,28.5510276,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,58
Gujarati Samaj Santushti,1,New Delhi,"2, Shri Delhi Gujarati Samaj, Raj Niwas Marg, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2241691,28.6722125,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,95
Spicy Food Court,1,New Delhi,"Khasra 361, Near Bank Of India, Sultanpur, Near, Chhatarpur, New Delhi",Chhatarpur,"Chhatarpur, New Delhi",77.16154855,28.49562447,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,23
Chop Shop,1,Gurgaon,"Shop 65, HUDA Market, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0591711,28.4346562,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
34 Parkstreet Lane,1,New Delhi,"DDA Market,Kala Sarai, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2096084,28.5602677,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,27
Kwaliti,1,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4672902,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,129
Kabul Delhi,1,New Delhi,"I-83, Central Market, Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.2445117,28.5702514,550,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,39
Janta Sweets,1,New Delhi,"9360 61/8, Multani Dhanda",Paharganj,"Paharganj, New Delhi",77.21159454,28.64754161,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
High On Burgers,1,New Delhi,"57, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1691415,28.587529,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,115
Olive,148,Wellington City,"170 Cuba Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.775005,-41.294402,80,NewZealand($),No,No,No,No,4,4,Green,Very Good,146
Le Himalaya,1,New Delhi,"107/A, Ground Floor, Humayunpur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19325863,28.56087734,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,34
McDonald's,1,Gurgaon,"SCO 36, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0632371,28.4682874,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,187
Shah Ji Di Rasoi,1,New Delhi,"11/13, Tilak Nagar Main Market, Gurudwara Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0966816,28.6380338,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
3 Wise Monkeys,94,Jakarta,"Jl. Suryo No. 26, Senopati, Jakarta",Senopati,"Senopati, Jakarta",106.8134001,-6.235241091,450000,Indonesian Rupiah(IDR),No,No,No,No,3,4,Green,Very Good,395
Mr. Biryani Walia,1,Noida,"Civitech Sampriti Central, Sector 77, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Roka,215,London,"37 Charlotte Street, Fitzrovia, London W1T 1RR","Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia, London",-0.135524,51.518935,60,Pounds(ï¿½ï¿½),No,No,No,No,3,4,Dark Green,Excellent,436
Bar Bar,1,Lucknow,"4, Sapru Marg, Hazratganj, Lucknow",Hazratganj,"Hazratganj, Lucknow",0.0,0.0,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,79
Mogambo Kitchen,1,Gurgaon,"Plot 581, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0834007,28.4978821,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Indian Chinese Fast Food,1,New Delhi,"Main Raghuvir Nagar Road, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1120655,28.6524639,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Punjabi's Eating Hub,1,New Delhi,"G-5 & G-6, Anshul Tower, LSC, Sainik Vihar Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1215051,28.6882083,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,31
Indian Fresh Meat Shop,1,New Delhi,"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1728262,28.687261,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Kettle & Kegs,1,Gurgaon,"Sector 23, Gurgaon",Sector 23,"Sector 23, Gurgaon",77.0540696,28.5042347,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
Jiya Amritsari Naan,1,New Delhi,"Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1194054,28.634274,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
New Royal Blue Dhaba,1,New Delhi,"Lane 9, Old Rangpuri Road, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1231232,28.5435989,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Giani's,1,New Delhi,"B-12/3, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.1331449,28.710643,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon","Country Inn & Suites by Carlson, Sector 12","Country Inn & Suites by Carlson, Sector 12, Gurgaon",77.037781,28.4684343,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,37
Karnataka,1,New Delhi,"60/5, Yusuf Sarai Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2072368,28.559442,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,334
Great Desserts Company,1,Gurgaon,"SCO 86, 2nd Floor, District Shopping Centre, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0982526,28.4273124,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,14
Jhatpat Khana,1,Noida,"Y-372, Near City Hospital, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3435377,28.596352,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
The Rolling Pin,1,Mumbai,"12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai",Lower Parel,"Lower Parel, Mumbai",72.82520279,18.99404899,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,2076
Twenty Four Seven,1,New Delhi,"18/43 & 18/44, Ground Floor, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.173298,28.6458333,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,23
Delhi Darbar,1,New Delhi,"84, Main Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19696745,28.53576259,500,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,77
Green Bhojanalya,1,New Delhi,"WZ 62F/3, Possangi Pur Market, Near A 4, C Block, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0821521,28.6237445,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,96
Icon,1,New Delhi,"27, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2237649,28.5845896,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,18
Truffle Tangles,1,Gurgaon,"Flat 122, Jasmanium 2, Vatika City, Sector 49, Near Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0365475,28.4274393,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,37
Wimpy,1,New Delhi,"31, Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2039227,28.5522405,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,220
Nawabi Mughlai Zaika,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.325204,28.57099,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,19
Sumo Sushi,1,New Delhi,"Behind Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.23985,28.5417418,1000,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,70
Punjabii Tandoor,1,Faridabad,"A-1559, Green Field Colony, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2997286,28.462227,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Shree Durga Dosa,1,New Delhi,"Shop 11, B-4, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1078468,28.6656865,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,35
YÛ±ldÛ±z Aspava,208,Ankara,"Kï¿½_ï¿½_ï¿½_k Esat Mahallesi, Esat Caddesi, No 110/25, ï¿½ankaya, Ankara",Kï¿½_ï¿½_ï¿½_k Esat,"Kï¿½_ï¿½_ï¿½_k Esat, Ankara",32.86660833,39.90656944,50,Turkish Lira(TL),No,No,No,No,2,4,Green,Very Good,72
Famous Parantha and Poori Sabzi,1,New Delhi,"44, Gali Number 1, Block A, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3085095,28.5893763,50,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bite & More,1,New Delhi,"9/10, Shop 2, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1743426,28.6428518,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,24
McDonald's,1,New Delhi,"E-31/32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2191601,28.5684461,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,167
Satkar Fast Food,1,New Delhi,"Opposite Mother Dairy Booth 332, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.1462754,28.6276237,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,20
Seth Baker's,1,New Delhi,"Near Mother Dairy, 641, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1123132,28.6518001,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Cafe Coffee Day,1,New Delhi,"Main Road, Metro Pillar 338, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1358371,28.6543213,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,23
My Corn,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.3666722,28.6127402,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Yummi Kolkataa,1,New Delhi,"13, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.248847,28.5399215,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,17
Starbucks,1,Noida,"Gardens Galleria, Sector 38A, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.321597,28.565014,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,59
JD's Restaurant,1,New Delhi,"A 50/2, Lane 1, Near Manoj Telecom, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1281314,28.5470234,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Sweet Cake,1,Noida,"Shop 320, Nayabar, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3127883,28.5826872,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
Shiv Chinese Chat Bhandar,1,New Delhi,"Main Road, Near SU Park, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1382808,28.7063335,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
Subway,1,Gurgaon,"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4657898,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,54
Chicken Point,1,New Delhi,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.1936712,28.5699787,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Cafe Coffee Day,1,New Delhi,"B-33-34, Gate 1, Rockland Hospital, Tara Crescent Road, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.181133,28.537381,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
34 Park Street Lane,1,New Delhi,"63, Kalu Sarai, Opposite Bansal Tutorials, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2036655,28.5417943,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Mystique Melange,1,New Delhi,"C-3/8, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1702198,28.6963822,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,173
Shirley,30,Rio de Janeiro,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",Leme,"Leme, Rio de Janeiro",-43.17126389,-22.96337222,250,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,8
Dhaba Ambarsariya,1,New Delhi,"BF-3, Jail Road, Next to Domino's, Hari Nager Depot, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.101121,28.625011,700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Orange,Average,23
Dove And Mouse,1,Noida,"Shop 19, Mahagun Mart, Sector 78, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.387573,28.5639598,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Farzi Cafe,1,New Delhi,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2214296,28.6323984,2200,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,1942
Traffic Jaam,1,New Delhi,"A-63, Street 1, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1267191,28.5468118,550,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,5
The Bake Studio,1,Nashik,"Bon Vivant, Opposite Dongre Ground, College Road, Nashik","Bon Vivant, College Road","Bon Vivant, College Road, Nashik",73.770914,20.006756,400,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,86
